lat	lon	s_PwaveMed	s_PwaveMin	s_PwaveMax	s_PwindMed	s_PwindMin	s_PwindMax
28.0	-111.5	1.6325	-0.0544	556.5822	0.1738	0.0	25.8693
28.0	-96.5	11.4785	0.4062	-318.6122	0.3091	0.0	-4.8838
28.0	-96.0	16.517	0.7168	-416.0132	0.2593	-0.0007	2.207
28.0	-95.5	19.0777	0.5238	-387.3117	0.2839	0.0004	-0.5356
28.0	-95.0	19.9207	0.5819	-366.4478	0.2943	-0.0002	1.3036
28.0	-94.5	19.5705	0.582	-295.7357	0.3246	0.0	-1.7438
28.0	-94.0	18.7608	0.523	-214.8368	0.3725	-0.0001	-0.6663
28.0	-93.5	20.3029	0.4256	-131.6624	0.439	0.0002	-2.1002
28.0	-93.0	20.4239	0.3992	-68.7746	0.507	0.0002	0.3547
28.0	-92.5	19.9574	0.7235	-42.8279	0.4713	-0.0004	-4.2621
28.0	-92.0	17.9149	0.6903	-4.2662	0.5303	-0.0002	0.8847
28.0	-91.5	16.3934	0.6654	37.1402	0.5626	-0.0005	3.9313
28.0	-91.0	13.7253	0.6933	105.532	0.5252	-0.0006	12.5569
28.0	-90.5	11.0047	0.7658	75.4836	0.4646	0.0002	10.8758
28.0	-90.0	9.8941	0.7145	-29.6043	0.3922	0.0002	6.4791
28.0	-89.5	8.7053	0.9148	-67.242	0.3855	-0.0002	4.4172
28.0	-89.0	7.3166	0.9061	-21.0306	0.3794	-0.0	0.4133
28.0	-88.5	6.5902	0.6216	40.4997	0.3847	0.0002	1.8982
28.0	-88.0	5.727	0.7184	60.4877	0.3996	0.0003	0.3947
28.0	-87.5	4.3293	0.5777	69.5315	0.3338	0.0002	2.9602
28.0	-87.0	3.7447	0.5521	26.428	0.3007	0.0001	0.8999
28.0	-86.5	3.5881	0.4503	-30.5549	0.3287	-0.0002	6.9118
28.0	-86.0	2.5164	0.2329	-54.7987	0.2516	0.0003	2.8381
28.0	-85.5	1.2801	0.0472	-59.803	0.1598	0.0	-0.7622
28.0	-85.0	0.8451	0.0104	-58.7262	0.1157	0.0002	0.8451
28.5	-120.0	-17.7025	10.0345	-44.299	0.2025	-0.0007	-0.44
28.5	-119.5	-19.1821	11.1078	-61.7177	0.2367	0.0	1.2717
28.5	-119.0	-19.4616	8.8527	-84.9963	0.2131	0.0	1.8257
28.5	-118.5	-16.6919	2.7072	-62.953	0.1813	-0.0004	1.7031
28.5	-118.0	-7.7635	-3.6139	-88.3366	0.1597	0.0001	1.3862
28.5	-117.5	-6.0653	-5.37	-80.5539	0.1374	-0.0005	-0.0453
28.5	-117.0	-5.5177	-5.0615	-68.2953	0.1809	0.001	-2.1855
28.5	-116.5	-7.864	-5.1739	-26.2361	0.2326	-0.0009	-2.0529
28.5	-116.0	-9.5265	-2.7102	-0.4388	0.2419	-0.001	-0.0544
28.5	-115.5	-19.1574	-6.6853	104.1061	0.2548	-0.0004	1.2647
28.5	-115.0	-12.2005	-5.6584	151.206	0.2021	-0.0	2.6551
28.5	-114.5	-11.4077	-4.6327	147.7984	0.2117	0.0	4.9492
28.5	-113.0	0.8008	0.0055	129.69	0.0682	0.0	6.5092
28.5	-112.5	1.8808	-0.0695	381.696	0.3212	0.0	18.3475
28.5	-112.0	1.901	-0.0662	446.0928	0.2687	0.0	19.5292
28.5	-96.0	5.2968	0.0898	-102.7637	0.2139	0.0002	-1.5601
28.5	-95.5	9.538	0.2145	-245.7938	0.1341	-0.0003	1.0312
28.5	-95.0	12.9149	0.4989	-279.2871	0.2597	0.0003	3.7957
28.5	-94.5	14.5525	0.629	-267.7222	0.3689	0.0	-1.8891
28.5	-94.0	15.3285	0.6595	-221.9182	0.3966	0.0004	0.638
28.5	-93.5	15.3155	0.5672	-164.2825	0.5024	0.0	-0.8748
28.5	-93.0	15.6422	0.3778	-112.3229	0.5622	0.0004	1.5723
28.5	-92.5	15.5912	0.3597	-42.9602	0.5288	0.0004	-1.632
28.5	-92.0	14.2091	0.4007	-1.211	0.4785	-0.0002	-2.1094
28.5	-91.5	11.8516	0.5347	53.965	0.4475	0.0	1.1582
28.5	-91.0	10.796	0.6755	65.6449	0.3924	0.0002	7.4448
28.5	-90.5	9.4309	0.6652	103.6657	0.3277	0.0	7.4742
28.5	-90.0	8.678	0.7254	20.3328	0.3065	-0.0	3.496
28.5	-89.5	7.927	0.7999	-42.0383	0.305	-0.0003	4.4202
28.5	-89.0	7.5048	0.9044	-53.2924	0.3351	0.0	-0.2205
28.5	-88.5	6.8804	0.7627	10.9416	0.3963	-0.0001	4.0001
28.5	-88.0	6.0034	0.6374	55.1218	0.3762	0.0005	2.1371
28.5	-87.5	5.4021	0.5974	72.242	0.277	0.0004	2.753
28.5	-87.0	4.3993	0.4696	28.5928	0.2617	0.0	1.305
28.5	-86.5	3.073	0.3251	18.1215	0.2473	0.0002	4.4385
28.5	-86.0	1.904	0.1587	19.9238	0.1409	0.0	9.9353
28.5	-85.5	1.1972	0.137	49.2333	0.0594	0.0001	4.6948
28.5	-85.0	0.2552	0.1245	8.7726	0.0853	-0.0004	1.9998
29.0	-120.0	-20.4438	12.1768	-134.4593	0.2325	0.0003	0.504
29.0	-119.5	-19.571	12.8072	-150.5977	0.2411	0.0	2.2608
29.0	-119.0	-18.9127	11.2389	-153.6741	0.1871	0.0004	2.9965
29.0	-118.5	-16.6916	7.9154	-116.6135	0.1711	-0.0006	2.6819
29.0	-118.0	-2.7918	-4.3828	-101.9049	0.0738	0.0006	0.3307
29.0	-117.5	-6.8989	-3.5444	-112.0757	0.032	0.0003	-0.3584
29.0	-117.0	-7.956	-3.3628	-105.8226	0.0727	-0.0007	-1.3655
29.0	-116.5	-10.2946	-0.5363	-30.6029	0.115	-0.0001	-0.9659
29.0	-116.0	-12.2119	3.3408	28.8652	0.1343	0.0008	-0.0994
29.0	-115.5	-17.134	-10.0753	116.0473	0.2269	0.0002	0.5999
29.0	-115.0	-7.0563	-4.8748	158.8367	0.2121	0.0	7.6779
29.0	-113.0	0.9623	0.0614	81.706	0.171	0.0	9.4698
29.0	-94.5	6.346	0.3923	-167.5128	0.2561	0.0	0.78
29.0	-94.0	6.5668	0.3742	-151.933	0.3474	0.0	0.8203
29.0	-93.5	6.6968	0.3261	-128.9034	0.4018	0.0001	3.3514
29.0	-93.0	7.178	0.182	-107.1528	0.4854	0.0001	1.4234
29.0	-92.5	7.7301	0.099	-71.822	0.4661	0.0	2.1403
29.0	-92.0	4.4998	0.063	-45.912	0.3495	-0.0002	-1.6849
29.0	-91.5	2.6729	0.0589	14.2566	0.1899	0.0	1.818
29.0	-91.0	2.8266	0.0393	82.6203	0.2225	0.0	1.8612
29.0	-90.5	2.433	0.1151	132.1634	0.2751	0.0	8.6321
29.0	-90.0	4.4733	0.3192	159.1972	0.2334	0.0	8.6106
29.0	-89.5	4.0407	0.2939	136.9288	0.1363	0.0	9.51
29.0	-89.0	5.1724	0.5293	67.0369	0.1784	0.0001	6.7589
29.0	-88.5	6.1441	0.5835	60.5747	0.2923	0.0	2.4273
29.0	-88.0	6.282	0.6171	74.6242	0.2687	-0.0	4.951
29.0	-87.5	6.1957	0.667	81.9435	0.2552	0.0002	4.506
29.0	-87.0	5.496	0.5187	112.1456	0.214	0.0	5.8598
29.0	-86.5	3.9172	0.4464	161.2285	0.1885	0.0	4.9394
29.0	-86.0	2.41	0.3842	155.7471	0.0924	-0.0002	11.096
29.0	-85.5	0.8507	0.3825	128.8187	0.0365	0.0002	12.7017
29.0	-85.0	-0.2561	0.3215	99.711	0.0173	-0.0002	4.7531
29.5	-120.0	-19.6713	15.3519	-228.4208	0.2241	0.0	0.8202
29.5	-119.5	-20.1763	14.1313	-234.9647	0.2125	0.0007	3.028
29.5	-119.0	-19.6535	14.3648	-204.4938	0.1947	-0.0	3.798
29.5	-118.5	-26.3633	9.3253	-185.0583	0.1518	-0.0006	2.432
29.5	-118.0	-26.6346	4.6835	-148.1092	0.083	0.0	1.9899
29.5	-117.5	-22.1091	2.6816	-121.8373	0.0177	0.0	0.0189
29.5	-117.0	-20.5609	-3.0007	-79.3059	-0.0242	0.0	0.2451
29.5	-116.5	-17.4319	0.6656	19.4076	0.0546	0.0003	1.9719
29.5	-116.0	-13.64	1.1376	67.6912	0.065	0.0	-0.3232
29.5	-115.5	-5.8787	-0.9402	131.1601	0.0625	0.0003	-0.1334
29.5	-113.0	1.1974	0.0307	-55.1893	0.2605	0.0	6.8705
29.5	-112.5	0.6512	0.0362	-66.3531	0.1111	0.0	7.1744
29.5	-94.0	2.2149	0.1456	-66.1123	0.177	0.0	2.4916
29.5	-93.5	2.6392	0.1874	-71.5229	0.2706	0.0	1.5746
29.5	-93.0	2.0238	0.1208	-58.4759	0.2168	0.0	3.5869
29.5	-92.5	1.0206	0.0951	-35.7472	0.1174	0.0	1.0552
29.5	-92.0	0.5672	0.0724	-30.5017	0.0727	-0.0002	-0.5416
29.5	-89.0	2.7309	0.2134	47.5426	0.0308	0.0	7.2998
29.5	-88.5	4.5058	0.362	55.0574	0.1077	0.0	7.0879
29.5	-88.0	4.9053	0.3744	82.1832	0.1142	0.0	2.8096
29.5	-87.5	5.1732	0.3506	189.5707	0.1651	0.0	3.0245
29.5	-87.0	4.5644	0.3714	281.5241	0.1967	0.0001	10.5135
29.5	-86.5	3.6462	0.3771	253.1397	0.1569	0.0	11.1654
29.5	-86.0	2.1784	0.3228	229.6898	0.0548	0.0	12.6803
29.5	-85.5	0.6981	0.1699	161.3641	-0.034	0.0	12.4455
29.5	-85.0	-0.1985	0.1348	144.9817	-0.1366	0.0	8.864
30.0	-120.0	-17.1523	18.1944	-254.1067	0.2259	-0.0002	0.6951
30.0	-119.5	-19.525	16.1279	-262.7037	0.195	-0.0002	2.2371
30.0	-119.0	-19.1307	15.4166	-204.5084	0.1801	0.0	2.9989
30.0	-118.5	-21.4945	13.2278	-152.0735	0.1628	0.0004	2.2593
30.0	-118.0	-25.0774	9.3029	-142.3512	0.0574	0.0	2.9087
30.0	-117.5	-20.7162	2.6572	-125.4079	0.0083	0.0	2.8926
30.0	-117.0	-18.661	2.7332	-95.4864	-0.0428	0.0	1.8926
30.0	-116.5	-17.0114	0.5152	7.0645	-0.024	0.0	1.854
30.0	-116.0	-11.9235	0.1767	54.9645	0.0457	0.0	-0.402
30.0	-114.0	1.092	0.0175	-352.71	0.0654	0.0	-9.7501
30.0	-113.5	1.4069	0.0358	-251.8228	0.2067	0.0	-1.5247
30.0	-113.0	1.4826	-0.0221	-88.1494	0.2735	0.0	7.2965
30.0	-89.0	1.1334	0.062	27.223	0.0114	0.0	-1.5436
30.0	-88.5	2.2058	0.1797	28.6944	0.0173	0.0	-0.2015
30.0	-88.0	2.2368	0.1934	52.1314	0.009	0.0004	2.9449
30.0	-87.5	2.2877	0.224	125.117	0.0351	0.0	4.7305
30.0	-87.0	2.6621	0.2194	200.135	0.0622	0.0	10.5544
30.0	-86.5	2.3656	0.1645	168.3498	0.0234	0.0001	6.6111
30.0	-86.0	1.3823	0.0258	76.2022	-0.0233	-0.0002	9.5102
30.5	-120.0	-16.8115	20.409	-235.1518	0.2353	0.0	1.0629
30.5	-119.5	-16.5068	17.9178	-247.407	0.1933	0.0002	0.9417
30.5	-119.0	-18.8936	18.5388	-212.1718	0.1678	0.0	1.0933
30.5	-118.5	-20.6807	15.7704	-131.7908	0.1551	0.0	1.9103
30.5	-118.0	-20.2464	14.0022	-117.1318	0.0852	0.0	1.9205
30.5	-117.5	-17.1716	7.9762	-111.5851	-0.0044	0.0	3.3111
30.5	-117.0	-18.5435	3.3791	-89.0211	-0.0628	0.0	2.9085
30.5	-116.5	-15.7454	1.898	-26.0937	-0.16	0.0	1.9194
30.5	-114.5	0.8246	-0.0055	-254.9086	0.061	0.0	-12.3939
30.5	-114.0	1.2134	-0.0051	-318.4322	0.1579	0.0	-10.79
30.5	-113.5	1.2785	0.0178	-183.8846	0.2355	0.0	-2.2004
30.5	-113.0	0.9	0.0066	-24.6517	0.133	0.0	9.1672
31.0	-120.0	-16.8438	19.9398	-273.0939	0.2753	0.0	4.7749
31.0	-119.5	-16.4188	21.1805	-281.5006	0.2201	0.0	2.5328
31.0	-119.0	-18.7167	18.2011	-207.6094	0.1517	0.0	1.6891
31.0	-118.5	-17.804	16.6382	-172.3391	0.1327	0.0	0.9498
31.0	-118.0	-19.3006	12.9182	-143.1356	0.0501	0.0	0.839
31.0	-117.5	-17.1549	10.0844	-125.5515	-0.0278	0.0	1.0937
31.0	-117.0	-19.7549	6.3691	-101.0644	-0.1403	0.0	0.0195
31.0	-116.5	-14.1913	0.4515	-50.6621	-0.1312	0.0	-1.5457
31.0	-114.5	0.7233	-0.0243	-174.1777	0.1301	0.0	-8.332
31.0	-114.0	1.4079	-0.0019	-107.6343	0.2919	0.0	-5.1631
31.0	-113.5	0.9644	0.0174	-46.6613	0.251	0.0	-0.5356
31.5	-120.0	-16.3372	15.5556	-345.5074	0.3256	0.0	5.2895
31.5	-119.5	-16.0069	16.8314	-289.5841	0.2183	0.0001	3.5068
31.5	-119.0	-16.5532	16.4829	-187.658	0.1185	0.0	2.8063
31.5	-118.5	-17.0887	14.7574	-106.7892	0.0562	0.0	-0.081
31.5	-118.0	-18.0133	8.2222	-78.4763	-0.0445	0.0	-0.6742
31.5	-117.5	-15.8536	6.7533	-73.6899	-0.088	0.0	-0.5007
31.5	-117.0	-13.1849	4.5403	-59.2892	-0.1674	0.0	-1.0616
31.5	-114.5	0.0973	-0.0054	3.9799	0.1231	0.0	-2.5466
32.0	-120.0	-18.4809	19.3643	-404.1396	0.2688	0.0	3.6531
32.0	-119.5	-16.9923	15.8047	-293.6661	0.1654	-0.0	3.7563
32.0	-119.0	-15.8862	13.1486	-123.9932	0.0452	0.0	0.9686
32.0	-118.5	-14.41	9.424	6.0249	-0.0329	0.0	-0.5778
32.0	-118.0	-11.9468	8.9802	36.8016	-0.0866	0.0	-0.5679
32.0	-117.5	-9.929	5.853	28.303	-0.1251	0.0	-1.5355
32.0	-117.0	-8.1117	-0.4961	27.464	-0.0635	0.0	-4.0702
32.5	-120.0	-22.0759	17.6795	-386.1504	0.1867	0.0	4.4255
32.5	-119.5	-19.9031	14.4049	-235.5368	0.0381	0.0	4.9526
32.5	-119.0	-18.1242	7.0566	-33.1513	-0.0476	0.0	4.3821
32.5	-118.5	-9.626	6.7783	111.1167	-0.1028	0.0	2.3001
32.5	-118.0	-4.4606	5.6495	92.3102	-0.1052	0.0	1.2738
32.5	-117.5	1.7191	0.3468	69.7973	-0.0751	0.0	-1.1624
33.0	-120.0	-17.5951	11.9543	-308.719	0.1301	0.0	8.1196
33.0	-119.5	-7.6424	4.0957	-106.5296	-0.0311	0.0	7.7688
33.0	-119.0	0.7978	0.3398	84.9045	-0.099	0.0	7.6214
33.0	-118.5	0.8854	0.0438	77.9368	-0.1269	0.0	6.7582
33.0	-118.0	4.3535	-0.6113	26.5428	-0.0777	0.0	1.8278
33.0	-117.5	6.2477	1.9812	12.891	-0.0384	0.0	-1.5355
